Chapter,Verse,Text
6,2,"Arjuna, know that what people call renunciation is really yoga, for no one becomes a yogin who has not renounced personal intention."
6,3,"For a sage who seeks to advance in yoga, action is said to be the instrument, whereas for a sage who has already advanced in yoga, serenity is said to be the instrument."
6,4,One is said to be advanced in yoga when one has renounced all personal intention and when one is no longer attached to sense objects and actions.
6,5,"One should lift oneself up by means of the self. Do not degrade the self, for the self is one's only friend, and at the same time the self is one's only foe."
6,6,"The self is one's friend when one has conquered the self by means of the self. But when a man neglects the self, then, like an enemy at war, that very self will turn against him."
6,7,"A peaceful man who has mastered himself has a higher self that is deeply concentrated, whether in cold or in heat, whether in pleasure or in pain, whether in honor or in disgrace."
6,8,"Such a man has a self that delights in knowledge and discrimination. He stands on the mountaintop. He has conquered his senses. He is called a yogin because he is disciplined. A clod of earth, a rock, a piece of gold--for such a man, it's all the same."
6,9,"He is distinguished among men because he regards them all as the same: a friend, an ally, a foreigner, a bystander, a neutral party, an enemy, a kinsman--whether good men or evil!"
6,10,"A yogin should always discipline himself. He should dwell in a remote place, alone, restraining his thoughts and himself, without hopes and without ambitions."
6,11,"He should prepare for himself a firm seat in a purified place that is neither too high nor too low, a seat that is covered by a sacred cloth, a deerskin, and kusa grass."
6,12,There he should fix his mind on a single object and restrain the activity of his thoughts and senses. Sitting in that seat he should practice yoga for the purification of the self.
6,13,"He should be steadfast, holding his body, his head, and his neck straight and motionless. He should focus his gaze on the tip of his nose and keep his gaze from wandering."
6,14,"With the self at peace and all fears gone, he should hold firm to his vow of celibacy. He should sit, in full control of his mind, with his thoughts on me, disciplined, intent on me"
6,15,"A yogin who disciplines himself vigilantly in this way, controlling his mind, attains the peace that culminates in nirvana, the peace that rests in me."
6,16,"Yoga is not the path for someone who eats too much, nor for someone who refuses to eat at all. Nor, Arjuna, is it the path for someone who sleeps too much, or someone who stays too much awake."
6,17,"The yoga that destroys sorrow is the path for someone disciplined in his eating and his playing, disciplined in his performance of the actions that he is obliged to do, disciplined both in the dream state and in wakefulness."
6,18,"One is said to be disciplined in yoga when one's craving for all of the pleasures of the world is gone, and when one's thoughts are controlled and focused only on the self."
6,19,"Like a lamp where there is no wind, he does not waver. This is the traditional image of the yogin whose mind is restrained and who practices the yoga of the self"
6,20,"When his thinking settles down and comes to rest, checked by the practice of yoga, and when he sees the self by means of the self alone, he takes pleasure only in the self."
6,21,"The endless joy that is beyond the senses and can be perceived only with insight--when he knows this steadfastly, he never wanders from this truth."
6,22,"And when he has obtained this truth, he understands that there is nothing greater to be obtained than this. When he is steadfast in this truth, no sorrow disturbs him, no matter how heavy it is to endure."
6,23,He should know that this is what yoga is: to undo the bonds that bind us to sorrow. It should be practiced with determination and without the despair that troubles one's thoughts.
6,24,"He should abandon all desires, without exception, that arise from self-interest. He should completely restrain the crowd of the senses with his mind."
6,25,"Slowly but surely he should settle down and come to rest, with insight that is held firmly. He should direct his mind to the self. He should reflect upon nothing whatsoever"
6,26,"Wherever the unstable wavering mind wanders off to, he should withdraw his mind from there, and bring it under control within himself."
6,27,"For supreme joy comes to the yogin whose mind is at peace. This yogin has pacified his passion, he has merged with Brahman, he is without stain."
6,28,"In this way, constantly disciplining himself, the yogin has freed himself from stain. He easily attains the endless joy that comes from contact with Brahman."
6,29,"Having yoked himself by means of yoga, he sees the self that dwells in all beings and all beings within the self. Indeed, he sees the same in all things."
6,30,"Whoever sees me everywhere and sees everything in me will never be separated from me, nor will I be separated from him."
6,31,"The yogin who is aware of the oneness of life is devoted to me, the one who dwells in all beings. Wherever he happens to find himself, he remains within me."
6,32,"Arjuna, whoever sees the identity in all beings by comparing them all to the self within him--whether there is joy or sorrow there--I think of such a man as a highest yogin."
6,33,"Arjuna spoke: You have explained yoga to me as equanimity in all things. But Krsna, I cannot see how this can be firmly established, because of all this restlessness."
6,34,"The mind is restless, Krsna. It is violent, strong, and stubborn. I think that restraining it is very difficult, like restraining the wind!"
6,35,"The Blessed One spoke: No doubt, Arjuna! The mind is difficult to control, and restless. But, Arjuna, with rigorous practice and dispassion one can restrain it."
6,36,"Yoga is difficult to practice for one who cannot control himself. That is my view as well. But a man who can control himself, and who strives, is capable of practicing yoga, by using the right means."
6,37,"Someone who has faith but does not strive, and whose mind frequently wanders away from yogic practice, will not achieve success in yoga. Krsna, what path does he take?"
6,38,"Hasn't he fallen away from both yoga and self-control, and doesn't he perish like a cloud cut in two? Krsna, he has no foundation, and on the path that leads to Brahman, he is utterly deluded."
6,39,"Krsna, please, you can cut through this doubt of mine completely. There is no one but you who can cut through this doubt!"
6,40,"The Blessed One spoke: Arjuna, my friend, neither in this world nor in the next does that one perish, for anyone who has done some measure of good cannot possibly take the wrong path!"
6,41,"He goes to the worlds that he has made with his good actions, and he dwells in them for endless years. Then the man who has strayed away from yoga is reborn into a house of the pure and the blessed."
6,42,"Or else he is born instead into a family of enlightened yogins, for such a birth is even harder to obtain in this world."
6,43,"There he obtains the kind of understanding that he had gained from his previous body. And then, Arjuna, joy of the Kurus, he strives further toward perfection."
6,44,"For he is carried along, beyond his own control, by the power of his previous practice. Anyone who merely desires to know yoga transcends Vedic recitations about Brahman."
6,45,"When he strives with great effort, the yogin becomes purified of his faults, and over the course of many births he becomes perfected. Then finally he takes the highest path."
6,46,"The yogin is considered superior to ascetics who practice austerity, superior to men of knowledge, and superior also to men of action. Therefore, Arjuna, become a yogin!"
6,47,"But among all yogins, the one who places his faith in me, who devotes himself to me, who has gone to me with his inmost self--I judge him to be the most disciplined of all!"
7,1,"The Blessed One spoke: Focus your mind on me, Arjuna, rely on me, and commit yourself to yoga. Hear how you will come to know me, completely, without any doubt."
7,2,"I will tell you what knowledge is, and what discrimination is. And once you have known these, there will be nothing more to know."
7,3,"Among thousands of men only one may strive for success, and among those who strive thus and succeed, perhaps only one will truly know me."
7,4,"My physical nature consists of eight parts: earth, water, fire, and air; and then space and mind, intelligence, and ego-sense."
7,5,"But this is my lower nature. You should know that I have a higher nature as well, Arjuna. It is the life-force that sustains this world."
7,6,"It is the womb of all beings. Consider this well, Arjuna. I am the origin of this entire world, and I am its dissolution as well"
7,7,"There is nothing whatsoever beyond me, Arjuna! All this world is strung on me like rows of pearls on a string."
7,8,"I am the taste, the essence, in the waters, Arjuna. I am the light in the sun and the moon. I am the sacred OM in all of the Vedas. I am the sound in space. I am the manhood in men"
7,9,"I am the sweet scent of the earth as well, and I am the radiance in fire, the life in all beings, and I am the ascetic heat in holy men."
7,10,"Know, Arjuna, that I am the eternal seed in all beings. I am the insight of the insightful. I am the brilliance of brilliant men."
7,11,"I am also the strength of strong men, the strength that is free from desire and passion. And I am that desire in all beings, Arjuna, that does not resist duty!"
7,12,"There are states of clarity, states of passion, and states of inertia. Know that they come only from me. But I am not in them. They are in me!1"
7,13,"These states consist of the three conditions of nature. The entire world is deluded by them. The world does not recognize that I am beyond them, that I am eternal."
7,14,"My veil of illusion, my maya, is woven from these strands2 of nature. It is divine and difficult to grasp. But those who take refuge in me can pass through this veil of illusion."
7,15,"Men who do not take refuge in me do great harm. They are deluded. They are the worst kind of men. The veil of illusion has robbed them of true knowledge, and they descend to demonic behavior."
7,16,"Arjuna, there are four types of virtuous men who do take refuge in me. One comes to me when in distress. There is the seeker of wisdom as well. There is the one who prays to me for wealth and success. And there is the man of knowledge."
7,17,"Among them, the always disciplined man of knowledge is distinguished by his devotion to me alone. I am especially dear to the man of knowledge, and he is dear to me."
7,18,"All of these are noble men, but I think of the man of knowledge as my very self. For with his disciplined self, he resorts to me as the highest path."
7,19,"At the end of many births, the man of knowledge prays to me, saying to himself, ""Krsna is all!"" Such a great soul is hard to find."
7,20,"All their many desires rob men of their knowledge, and as a result they pray to other gods. They commit themselves to this or that ritual restriction, but it is their own nature that restricts them."
7,21,"I will give unshakable faith to any devotee who wishes to worship god in any form, as long as he worships with fervent faith."
7,22,"When he has gained discipline, he seeks to propitiate his god by means of his faith. He thus obtains his desires from that god, but indeed it is I who have granted them"
7,23,"But such men have little wisdom, and the fruit of their actions is small. Thus those who worship the gods go to the gods, whereas those who are devoted to me come to me."
7,24,"Men who lack insight think that I, the unmanifest one, have become manifest in some particular form. They do not know that higher state of mine which is perfect and unchanging."
7,25,"I am not revealed to everyone. I am veiled by the illusion, the maya, of my yogic power. Deluded as it is, the world does not recognize that indeed I am unborn and unchanging."
7,26,"I know the things of the past and I know the things of the present and, Arjuna, I also know the things of the future. But no one knows me!"
7,27,"Arjuna, all beings at birth enter into this grand delusion, because they are deluded by the dualism that arises from loathing and desire."
7,28,"But those who have put an end to their sins, these men who perform acts of merit, they free themselves from the delusions of duality, and they worship me, firm in their vows."
7,29,"Those who restrain themselves, resorting to me for liberation from old age and death, know Brahman completely, and its relation to the self, and the entire world of action."
7,30,"Those who have disciplined their thoughts will know me in all of my aspects--as I relate to creatures, to the gods, and to sacrifice--even at the moment of death!"
8,1,"Arjuna spoke: What is this Brahman? What does it have to do with the self? What has it to do with action, Krsna? What does it have to do with beings in general? And what does it have to do with the gods? "
8,2,"What exactly is it, and how does it relate to sacrifice, Krsna, here in this body? And how exactly are men of self-restraint to know you at the moment of death?"
8,3,"The Blessed One spoke: The supreme Brahman is imperishable. It is said to relate to the self as its inherent nature. It is the creative impulse that causes the origin of all beings. As such, it is also known as action."
8,4,"Brahman relates to beings in general insofar as they come into being and perish by means of it. The individual spirit is that in us which has to do with the gods. And with regard to sacrifice, Arjuna, I am that form of Brahman that dwells in the body."
8,5,"When at the moment of death one abandons the body, holding in mind me alone, one passes on and enters into my state of being. About this there is no doubt."
8,6,"Whatever state of being one holds in mind, when at the moment of death one leaves the body, that is the state that one returns to. Arjuna, that is the state where one has always dwelled."
8,7,"Therefore, at all times you should hold me in memory, and fight! Fix your mind and your attention on me. Without doubt you will come to me."
8,8,"When one meditates with one's mind disciplined by the practice of yoga, pursuing nothing else, then, Arjuna, one comes to that highest divine spirit within us all"
8,9,"One should hold in memory that ancient poet, the lord who is finer indeed than an atom, he who ordains all things, incomprehensible of form, with the radiance of the sun that is beyond this darkness."
8,10,"At the moment of death, one should be disciplined with an unwavering mind, by means of devotion and the power of yoga. One should direct one's breath completely onto the middle point between the brows. By doing so, one attains to this supreme divine spirit."
8,11,"What students of the Vedas call the imperishable, what ascetics who have renounced passion enter into, what those who live the celibate life seek--briefly will I tell you about that place."
8,12,"One should close down all of the doors of the body and keep one's mind within one's heart. One should establish one's breath within the head, and remain fixed in yogic concentration."
8,13,"OM. One should utter the one imperishable syllable that is Brahman. One should hold me firm in memory. When he abandons his body and departs from this life, such a man takes the highest path. "
8,14,"For a man who always remembers me, who keeps his thoughts only on me and on nothing else--for an ever-disciplined yogin like this, I am easy to find."
8,15,"Those great souls who have attained the highest perfection come to me, Arjuna. They do not experience that impermanent home of sorrow which is rebirth."
8,16,"From out of the realm of Brahman all these worlds unfold over and over again. But, Arjuna, whoever comes to me instead will never experience rebirth."
8,17,"When people come to know that a day of Brahman revolves through a thousand ages, and that a night of Brahman lasts a thousand ages also--then they will know truly about days and nights."
8,18,"At the dawn of a day of Brahman all manifest things arise from what is known as the unmanifest, and at the fall of its night they dissolve back into that same unmanifest again."
8,19,"This same vast host of beings arises again and again, and then unwillingly it dissolves at nightfall, and then it all arises again, Arjuna, at the next dawn of day."
8,20,"Beyond all that, there is another state, an eternal unmanifest state that is beyond that unmanifest world. Whereas all beings perish, this one does not die."
8,21,"It is said that this unmanifest being is imperishable, and men say that he is the supreme path. Once they have reached him, they do not return. This is my highest dwelling"
8,22,"But, Arjuna, this highest person can be reached only through devotion to him alone. In him all beings rest and by him all this world is woven."
8,23,"Yogins at the time of death sometimes return to the world, but at other times they do not return. Arjuna, I will tell you about such times."
8,24,"People who know Brahman reach Brahman when they die at the following times: when there is fire, or light, or daytime, or the moonlit fortnight, or the six months of the sun's northern course."
8,25,"But a yogin reaches the light of the moon and returns here when he dies at these times: when there is smoke, or nighttime, or the dark moonless fortnight, or the six months of the sun's southern course."
8,26,"Indeed, these two courses--the light one and the dark--are thought to be permanent in this world. By means of the one, one does not return to this world. By means of the other, one returns again."
8,27,"By knowing these two paths, Arjuna, a yogin will never become deluded. Therefore, Arjuna, become disciplined at all times in yoga!"
8,28,"Whatever reward for merit has been taught in the past regarding the Vedas, sacrifices, austerities, as well as the giving of gifts--the yogin transcends all of this. Having gained this knowledge, the yogin reaches that realm that is both first and last."
9,1,"The Blessed One spoke: Now I will teach the greatest of secrets to you, since you do not dispute what I have said so far. When you have understood the wisdom that comes with knowledge, you will be released from misfortune."
9,2,"This is the knowledge of kings, the secret of kings. It is the highest means of purification. It is readily accessible. It conforms to dharma. It is easy to accomplish, and it is everlasting!"
9,3,"Arjuna, men who do not place their faith in this dharma do not return to me. Instead they turn back upon the endless cycle of death and rebirth."
9,4,"I am woven into all this world, yet my form remains unmanifest. All beings find their support in me, whereas I do not depend on them at all."
9,5,"And yet beings also do not find their support in me! Behold the regal force of my yoga! My self brings all beings to life, and supports all beings, but it does not dwell in them."
9,6,"Just as the great wind that goes everywhere dwells eternally in the ether, so all beings dwell in me. Ponder this, Arjuna!"
9,7,"At the end of every aeon, all these beings return again to the nature that belongs to me, Arjuna. And at the beginning of the next aeon I send them forth again."
9,8,"Relying on my own nature alone, I send forth again and again this vast host of beings, not by the force of their will but by the force of nature."
9,9,"But these actions do not bind me down. I am seated here, Arjuna, but actually I am like one who sits apart, detached from all of these actions"
9,10,"Nature gives birth to what moves and what does not move--while I oversee it all! Arjuna, the world turns and turns in this way--while this is the cause!"
9,11,"Deluded men disregard me when I take on a human body. They do not recognize my higher state, as the great lord of all beings."
9,12,Their hopes are sheer folly. Their actions are sheer folly. Their wisdom too is sheer folly. They have no insight whatsoever. They surrender themselves to a deluded nature that is full of demons and devils.
9,13,"But great souls surrender instead to a divine nature, Arjuna. They surrender to me! They worship me, thinking of nothing else. Thus they know the eternal source of all beings"
9,14,"Ever singing my praises, ever striving toward me firm in their vows, ever paying homage to me with devotion, ever disciplined--thus do they worship me!"
9,15,"And still others make offerings to me with offerings of knowledge. Thus they worship me--I who face in all directions--as having one form, having several, having many forms!"
9,16,I am this ritual. I am this sacrifice. I am the libation for the dead and the healing herb as well. I am this mantra and I am this ghee. I am this ritual fire and its oblation too.
9,17,I am the father of this world and its mother. I am its guardian and its grandfather. I am all that is to be known. I am the purifier and the sacred syllable OM. I am the Rigveda and the Samaveda and the Yajurveda.
9,18,"I am the way and the support, the lord and the witness. I am your dwelling, your refuge, and your heart's friend. I am the world's origin and its dissolution, its stability, its treasure, its imperishable seed."
9,19,"I myself radiate this heat. I withhold the rain, and then I release it. I am immortality and mortality both. Arjuna, I am being and nonbeing both!"
9,20,"Those who study the three Vedas, those who drink the Soma, those who purify themselves of sin--seeking a path to heaven, they all direct their sacrifices to me! They reach the blessed world of Indra, lord of the gods, and in that heaven they partake of the heavenly pleasures of the gods."
9,21,"And having thus enjoyed this heavenly world at length, having exhausted their merit, they return to the world of mortals. In this way those who observe their duties to the three Vedas, those whose desire is desire itself, win only what comes and goes!"
9,22,"But those people who devote themselves to me, thinking of nothing else whatsoever, once they have become constant in their discipline--I bring them success and peace. "
9,23,"And even the devotees of other gods, who worship in good faith--Arjuna, even if they do not observe the traditional rites, in the end, with their sacrifices, they worship me."
9,24,"For indeed I am the recipient and the lord of all sacrificial offerings, but those who sacrifice to others do not recognize me in my essence, and so they fall from their heavens."
9,25,"Men who offer their vows to the gods go to the gods. Those who offer their vows to the fathers go to the fathers. Those who sacrifice to ghosts go to the ghosts. In the same way, those who worship me come to me."
9,26,"A leaf, or a flower, a fruit, or water, whatever one offers to me with devotion--I accept it, because it is a gift of devotion, because it is offered from the self."
9,27,"Whatever you do--whatever you eat, whatever offering you make, whatever you give, whatever austerity you perform--Arjuna, do it all as an offering to me!"
9,28,"In this way you will be freed both from the bonds and also from the fruits of your actions, whether good or bad. Train yourself in the yoga of renunciation. Freed thereby, you will come to me."
9,29,"Among all beings I am always the same. No one is hateful to me. No one is especially dear. But if they worship me with utter devotion, they will be in me, and I will be in them."
9,30,"No matter how badly a man has lived his life, if he worships me and worships nothing else, let him be considered upright and wise, for he has come to recognize what is right."
9,31,"He quickly commits himself to duty and righteousness, and he enters into eternal peace. Arjuna, understand this well: no one who is devoted to me is ever lost to me."
9,32,"For, Arjuna, no matter how low their birth may be--whether they are women, or villagers, or low-caste slaves--those who rely on me all attain to the final goal."
9,33,"How much more is this true, then, for virtuous Brahmins, or devout royal sages! Arjuna, having entered into this fleeting, joyless world, devote yourself to me!"
9,34,"To me should your mind be directed, to me your devotion aimed, to me should you make your sacrifices! Pay your homage to me! Disciplining yourself in this way, you will come to me. I will be your final refuge"
10,1,"The Blessed One spoke: Once more, Arjuna, listen to my supreme word, which I will now declare to you, since it pleases you to hear it, and since my desire is for your welfare."
10,2,"The hosts of the gods do not know my origins, nor do the great seers, for with regard to the gods and great seers, I myself am their very source!"
10,3,"A man who knows that I am unborn and without beginning and the great lord of all worlds is free from all delusions, and among mortals he is released from all evils."
10,4,"Insight, knowledge, freedom from delusion; patience, truth, self-control, and peace; pleasure and pain; coming into being and parting from it; also fear and fearlessness;"
10,5,"nonviolence, equanimity, contentment; austerity, generosity, glory and shame--all these conditions that all beings experience, in all of their varieties, arise from me alone."
10,6,"The seven great seers of ancient times and the four ancestors of man all originated in me, born from my mind. All beings in the world are their descendants"
10,7,"Whoever comes to know this power of mine, as it truly is, and yoga as well, will thus come to discipline himself with a form of yoga that is unwavering. There is no doubt about this."
10,8,"I am the origin of all and from me all unfolds. Men of insight who have realized this worship me for this reason, filled as they are with my presence."
10,9,Their thoughts are focused on me. Their life-breaths go from them to me. They enlighten each other about me and they retell the traditional tales about me. Such things please and comfort them.
10,10,"Because they worship me with unfailing discipline and with love, I give them the yoga of insight by which they will come to me."
10,11,"Out of compassion for them, and with the shining light of knowledge, I destroy that darkness that is born of ignorance. All the while I remain within myself, in my true state."
10,12,"Arjuna spoke: You are the supreme Brahman, the supreme foundation, and the supreme purifier as well. You are the human spirit, eternal and divine, the unborn primordial god and lord"
10,13,"All the seers say this of you, and the divine sage Narada too, and Asita Devala, and Vyasa also. And now you yourself tell me that it is so."
10,14,"All that you have told me, Krsna, I accept as true. Indeed, neither the gods nor the demons know, Lord, your manifest form."
10,15,"O supreme Spirit, you alone know yourself by means of your self alone! O source and lord of all beings! O god of gods, O lord of the world!"
10,16,"Please explain to me completely the divine powers of the self, the very powers by means of which you dwell in and pervade these worlds."
10,17,"Here I am meditating constantly on you, great yogin! How should I understand you? And what are the many states of being, Lord, in which I should conceive of you?"
10,18,"Krsna, tell me more, and in full detail, of your yoga and its powers, for I haven't had enough of listening to the nectar of your words!"
10,19,"The Blessed One spoke: Come, then, and I will tell you about the divine powers of my self, starting with the most important ones. But as for full detail concerning me, Arjuna, there is no end!"
10,20,"I am the very self, Arjuna, that resides in the heart of all beings. I am their beginning and their middle and their end."
10,21,Among the divine sons of Aditi I am Vishnu. Among the celestial lights I am the radiant sun. I am lightning among the gods of the storm. And I am the moon among the stars.
10,22,"Among the Vedas I am the Samaveda, the book of songs. Among the gods I am Indra, their king. Among the senses I am the mind, and among the sentient I am consciousness"
10,23,"Among the terrifying deities I am Shiva, the gentle one, and among demons and devils I am Kubera, the lord of wealth. Among the bright gods of space I am Agni, god of fire, and among great mountains I am Meru."
10,24,"Arjuna, know that I am the foremost among domestic priests, Brhaspati. Among generals I am Skanda, the god of war, and I am also the ocean among the waters."
10,25,"Among the great seers I am Bhrgu, and among words I am the sacred syllable OM. Among sacrifices I am the chanted prayer. Among mountain ranges I am the Himalaya."
10,26,"Among all trees I am the sacred fig tree, and among the divine seers I am Narada. Among the celestial musicians I am Citraratha, their chief, and among perfected saints I am Kapila."
10,27,"Among horses, know that I am Indra's stallion, born of immortality. Among elephants I am Indra's elephant, and among all men I am king."
10,28,"Among weapons I am the vajra, Indra's thunderbolt, and among milk cows I am the wish-fulfilling cow, and as for procreation I am Kandarpa, the god of love. I am Prince Vasuki among snakes."
10,29,"Among serpents I am Ananta, the cosmic water snake, and I am also Varuna, lord of the gods of the sea. And I am Aryaman, lord of the ancestors, and I am also the lord of the dead, Yama, chief among those who lead to the otherworld."
10,30,"Among demons I am Prahlada, the pious. Among calendar makers I am time. Among wild beasts I am the lion, their king, and among birds I am Vishnu's bird, Garuda."
10,31,"Among the things that purify I am the purifying wind. Among men bearing arms I am Rama. Among sea monsters I am the crocodile, and among rivers indeed I am the Ganges."
10,32,"Arjuna, I am the beginning and the end of all created worlds, and I am their middle as well. Among sciences I am the science of the self, and among those who argue I am the argument."
10,33,"Among syllables I am the syllable A. Among word combinations I am the couple. I am also imperishable time, the creator facing in all directions."
10,34,"And I am death that carries everything away, and also the birth of those who will be born. Among feminine nouns I am Fame and Fortune and Speech; Memory also, and Wisdom and Stability and Patience."
10,35,"Among the Vedic chants I am the high chant. Among the meters I am the gayatri meter. Among the months I am Margasirsa, the first month, and among the seasons I am the flower-bearer, Spring."
10,36,Among gamblers who cheat I am the game of dice. Among the glorious I am glory. I am the conquest and I am the exertion and I am the courage of the courageous.
10,37,"Among the clan of the Vrsnis I am Krsna, among the Pandavas I am Arjuna. Among the holy hermits I am Vyasa, and among the ancient poets I am the poet Usanas"
10,38,I am the rod of the punishers. I am the policy of scheming politicians. I am also the silence of secret doctrines. And I am the wisdom that wise men know.
10,39,"And beyond that, I am the seed of all beings, Arjuna. Nothing--neither what moves nor what does not move--could exist without me!"
10,40,"O Arjuna, there is no end to my divine powers! But I have shown you the extent of my power by using just a few examples."
10,41,"Understand that whatever displays divine power, or great beauty, or enormous vigor, arises from but a small portion of my own glory!"
10,42,"But what use is it to you, Arjuna, to know all of this? With one small portion of myself I have propped up this entire world, and still I stand here."
11,1,"Arjuna spoke: As a kindness to me, you have explained the sublime secret doctrine concerning the self. Your words have freed me from my delusion."
11,2,"Indeed, O Krsna, you whose eyes are like lotus petals and whose greatness is unending--I have heard from you in detail of the arising and the passing away of all beings!"
11,3,"I want to see you as you have described yourself, Krsna, in your true form, as the lord of the world, for you are the supreme Spirit."
11,4,"If you think that it is possible for me to see you as you really are, lord and master of yoga, then please show your eternal self to me!"
11,5,"The Blessed One spoke: Arjuna, look at the forms that I take, hundreds of them and thousands of them! So many divine forms! So many colors and so many shapes!"
11,6,"Look at them all: gods of heaven, gods of light, terrifying gods; the celestial twins and the storm gods. Look at these wonders, Arjuna, so many, never seen before!"
11,7,"Look now at this whole world, here in one place, both what moves and what does not move, all of it here within my body! And whatever else you wish to see, Arjuna!"
11,8,"But of course you cannot see me with your own eye alone. Here, I give you a divine eye. Now look at my majestic yoga! "
11,9,"Sanjaya spoke: O my king, thus he spoke, Krsna, the great lord of yoga, who is also Vishnu! And thus he unveiled to Arjuna his supreme majestic form."
11,10,"Krsna in this form was a great wonder to see, with many mouths and many eyes, with many divine ornaments, and many divine weapons raised up in his arms."
11,11,Divine also were the garlands and robes that he wore. Divine were the perfumes and ointments. His divinity was an endless profusion of wonders. And in every direction were his many faces turned!
11,12,If the light of a thousand suns were to suddenly arise in heaven--as at the dawn of a new age--that would be like the radiance of this great soul
11,13,"There Arjuna saw the entire world, the whole world in all of its infinite manifestations, drawn together as one, in the body of the god of gods."
11,14,"And so, thus seized with wonder, the hair on his body bristling with ecstasy, Arjuna joined his hands together in reverence, bowed his head to the god, and said:"
11,15,"Arjuna spoke: I see all of the gods within your body, O god of gods! I see the whole array of beings--the lord Brahma sitting on his lotus seat, all of the seers, and the celestial serpents!"
11,16,"Countless arms, countless bellies, countless mouths and eyes--I see you everywhere in this infinite variety of forms! I see no ending to you, no middle, and no beginning. You, who are the lord of all things and the form of all things!"
11,17,"I see you here, wearing your crown, bearing your mace and discus. I see you full of light, your radiance pouring forth in all directions. I see you everywhere, but it is a sight that is hard to bear. Immeasurable light of flames and fires and suns and lightning!"
11,18,"You are the imperishable, the supreme, the goal of all knowledge. You are the world's finest treasure house. You are the unfailing guardian of unchanging dharma. Thus I now understand: you are the eternal spirit in man."
11,19,"I now see that you are without beginning or middle or end, that your power is infinite, that your arms are beyond number, that the sun and the moon are your eyes. I now see that your mouth is a blazing sacrificial fire and that your radiance burns up all this world."
11,20,"For you alone pervade this space between heaven and earth and all of the directions within it. The three worlds gaze upon your wondrous and terrible body, Krsna, and they tremble!"
11,21,Multitudes of gods enter you. Some of them are terrified. They hold their hands in reverence to you and they sing your praises. Multitudes of seers and perfected sages chant to you in copious rounds of recitation.
11,22,"Terrifying gods and heavenly gods, bright gods, and perfected gods; universal gods, the divine twins, storm gods, and ancestral spirits; hosts of celestial musicians, sprites, demons, and saints--they all look upon you now and are seized with wonder."
11,23,"Krsna, when the worlds see this massive form of yours, with its many mouths and eyes, with its many arms and legs and feet, its many bellies and terrible tusks--they look and they tremble, as I do now!"
11,24,"I see your body as it touches the clouds, shining a rainbow of colors, your large gaping mouth, your wide flaming eyes. My inmost self trembles. I cannot find my resolve, Vishnu. I cannot find peace."
11,25,"I see your mouths and your wide gaping tusks that look to me like the fires at the end of time. I am disoriented now and can find no shelter. Krsna, lord of the gods and the world's repose, have mercy!"
11,26,"And now all of those sons of Dhritarashtra, together with their host of kings, Bhisma, Drona and Karna, the son of the charioteer, are here--and our best warriors are here as well."
11,27,"They rush headlong past your gaping, terrifying tusks into your countless mouths. Some of them seem to hang lifeless, caught between your teeth, with their heads crushed"
11,28,"Like the countless river torrents that flow back toward the sea, those heroes in the worlds of men pour into your blazing mouths."
11,29,"Like the moths that rush frantically to the burning flame, and to their destruction, so these worlds rush in a frenzy into your mouths, to their destruction."
11,30,"Vishnu, you devour everything, all these worlds, licking at them with your flaming tongues. You fill the whole world with your brilliance. O your terrible flames, how they burn!"
11,31,"Tell me, who are you, O lord of such terrible form? Let me pay homage to you. O best of gods, have mercy! I wish to know you as you were in the beginning, because I do not understand your present course."
11,32,"The Blessed One spoke: I am time, the agent of the world's destruction, now grown old and set in motion to destroy the worlds. Even without you, all of these warriors arrayed in opposing battle-formation will cease to exist!"
11,33,"Therefore, rise up and seek your glory! Conquer your enemies and enjoy successful kingship! In fact, I have slain them all already, long ago. Simply be the instrument by my side!"
11,34,"Drona and Bhisma and Jayadratha, and Karna as well--and all the other war heroes--have been killed by me already, so now you should kill them. Don't waver! Fight! You will defeat your rivals in this war"
11,35,"Sanjaya spoke: Arjuna listened to Krsna's words. Trembling beneath his crown, he brought his hands together in homage and bowed, and again he spoke to Krsna. He stammered, overwhelmed by fear."
11,36,"Arjuna spoke: It is fitting, Krsna, that the world rejoices and devotes itself to your praise, and that the frightened demons flee in all directions. The hosts of perfected sages also pay homage"
11,37,"And why shouldn't they pay homage to you, great soul--a creator more worthy than Brahma himself? You are the infinite lord of the gods and the world's resting place. You are the imperishable, both what exists and what does not exist, and beyond them both"
11,38,"You are the first among all gods, the ancient spirit. You are the final resting place of all things. You are both the knower and the known and the world's supreme foundation. Krsna, you reach everywhere into all of this world!"
11,39,"You are the god of the wind, and you are death. You are fire, and the god of the waters and of the moon. You are the Lord of Creation, the Grandfather of Creation. Homage to you, a thousand homages to you! And again homage to you!"
11,40,"Homage before you and homage behind you, let there be homage to you, the all, on all sides! O Krsna, endless hero, your striving power is unmeasured. You embrace all of it, and indeed you are all of it!"
11,41,"Whatever I may have said impulsively, thinking ""This is my friend,"" addressing you ""Hello Krsna, hello Yadava, hello my friend!"" unaware as I was of your true greatness, whether out of carelessness or affection,"
11,42,"and if while joking I have said something offensive, while relaxing or resting or sitting or eating with you--whether alone or publicly--immeasurable Krsna, I seek your forgiveness."
11,43,"You are the Father of the world of the things that move and the things that do not move. You are the world's guru, the best and most revered. Krsna, there is no one equal to you in the three worlds--so how could there be one greater?"
